project_id,milestone_name,planned_date,achieved_date,is_delayed
PRJ-00418,Statutory Approvals & Land Possession,2025-03-20,2025-03-08,False
PRJ-00418,Engineering Design & EPC Contract Award,2025-12-03,2025-12-10,False
PRJ-00418,Civil Works Foundation & Substructure,2026-08-19,2026-08-09,False
PRJ-00418,Main Equipment Supply & Installation,2027-05-04,,False
PRJ-00418,"Piping, Cabling & Auxiliary Works",2028-01-18,,False
PRJ-00418,"Pre-commissioning, Testing & Final Handover",2028-10-02,,False
PRJ-00419,Detailed Alignment Survey & RoW Acquisition,2023-05-11,2023-04-28,False
PRJ-00419,Forest & Railway Board Sanction,2023-10-06,2024-01-14,True
PRJ-00419,Tendering & Major Civil Contract Award,2024-03-02,2024-10-16,True
PRJ-00419,"Earthwork, Tunnels & Bridge Abutments",2024-07-27,2024-09-10,True
PRJ-00419,Track Laying & 25kV OHE Electrification,2024-12-22,,True
PRJ-00419,Signalling (Kavach) & CRS Safety Inspection,2025-05-19,,True
PRJ-00420,Detailed Alignment Survey & RoW Acquisition,2022-04-08,2022-03-27,False
PRJ-00420,Forest & Railway Board Sanction,2022-09-12,2022-09-01,False
PRJ-00420,Tendering & Major Civil Contract Award,2023-02-16,2023-02-18,False
PRJ-00420,"Earthwork, Tunnels & Bridge Abutments",2023-07-23,2023-08-01,False
PRJ-00420,Track Laying & 25kV OHE Electrification,2023-12-27,2023-12-25,False
PRJ-00420,Signalling (Kavach) & CRS Safety Inspection,2024-06-01,2024-05-23,False
PRJ-00421,Detailed Alignment Survey & RoW Acquisition,2021-06-23,2021-06-08,False
PRJ-00421,Forest & Railway Board Sanction,2021-12-20,2021-12-06,False
PRJ-00421,Tendering & Major Civil Contract Award,2022-06-18,2022-06-24,False
PRJ-00421,"Earthwork, Tunnels & Bridge Abutments",2022-12-15,2022-12-12,False
PRJ-00421,Track Laying & 25kV OHE Electrification,2023-06-13,2023-06-06,False
PRJ-00421,Signalling (Kavach) & CRS Safety Inspection,2023-12-10,2023-11-29,False
PRJ-00422,Detailed Alignment Survey & RoW Acquisition,2024-04-17,2024-04-02,False
PRJ-00422,Forest & Railway Board Sanction,2024-09-30,2024-09-27,False
PRJ-00422,Tendering & Major Civil Contract Award,2025-03-15,2025-03-22,False
PRJ-00422,"Earthwork, Tunnels & Bridge Abutments",2025-08-28,2025-09-06,False
PRJ-00422,Track Laying & 25kV OHE Electrification,2026-02-10,2026-02-10,False
PRJ-00422,Signalling (Kavach) & CRS Safety Inspection,2026-07-26,,True
PRJ-00423,Statutory Approvals & Land Possession,2021-05-01,2021-05-10,False
PRJ-00423,Engineering Design & EPC Contract Award,2021-08-29,2021-12-11,True
PRJ-00423,Civil Works Foundation & Substructure,2021-12-27,2022-07-10,True
PRJ-00423,Main Equipment Supply & Installation,2022-04-26,2022-07-16,True
PRJ-00423,"Piping, Cabling & Auxiliary Works",2022-08-24,2022-11-07,True
PRJ-00423,"Pre-commissioning, Testing & Final Handover",2022-12-22,2023-06-11,True
PRJ-00424,Statutory Approvals & Land Possession,2024-02-27,2024-02-18,False
PRJ-00424,Engineering Design & EPC Contract Award,2024-11-07,2025-01-11,True
PRJ-00424,Civil Works Foundation & Substructure,2025-07-19,,True
PRJ-00424,Main Equipment Supply & Installation,2026-03-30,,True
PRJ-00424,"Piping, Cabling & Auxiliary Works",2026-12-09,,False
PRJ-00424,"Pre-commissioning, Testing & Final Handover",2027-08-20,,False
PRJ-00425,Detailed Alignment Survey & RoW Acquisition,2024-03-28,2024-04-07,False
PRJ-00425,Forest & Railway Board Sanction,2024-08-13,2025-01-05,True
PRJ-00425,Tendering & Major Civil Contract Award,2024-12-30,2025-02-02,True
PRJ-00425,"Earthwork, Tunnels & Bridge Abutments",2025-05-17,,True
PRJ-00425,Track Laying & 25kV OHE Electrification,2025-10-03,,True
PRJ-00425,Signalling (Kavach) & CRS Safety Inspection,2026-02-18,,True
PRJ-00426,Statutory Approvals & Land Possession,2021-01-25,2021-02-02,False
PRJ-00426,Engineering Design & EPC Contract Award,2021-07-06,2021-12-31,True
PRJ-00426,Civil Works Foundation & Substructure,2021-12-14,2022-03-13,True
PRJ-00426,Main Equipment Supply & Installation,2022-05-25,2022-07-12,True
PRJ-00426,"Piping, Cabling & Auxiliary Works",2022-11-02,2022-12-11,True
PRJ-00426,"Pre-commissioning, Testing & Final Handover",2023-04-13,2023-11-17,True
PRJ-00427,Land Acquisition & 3D Notification (90% RoW),2022-09-14,2022-09-24,False
PRJ-00427,Forest & Environmental Clearance,2023-04-24,2023-06-17,True
PRJ-00427,EPC / HAM Contract Award & Financial Close,2023-12-01,2024-04-25,True
PRJ-00427,"Earthwork, Embankment & Subgrade Completion",2024-07-10,,True
PRJ-00427,Major Bridges & Flyover Structures Erection,2025-02-16,,True
PRJ-00427,"Bituminous Pavement, Signage & Final COD",2025-09-26,,True
PRJ-00428,Statutory Approvals & Land Possession,2024-06-14,2024-06-22,False
PRJ-00428,Engineering Design & EPC Contract Award,2024-10-17,2025-05-08,True
PRJ-00428,Civil Works Foundation & Substructure,2025-02-18,,True
PRJ-00428,Main Equipment Supply & Installation,2025-06-23,,True
PRJ-00428,"Piping, Cabling & Auxiliary Works",2025-10-26,,True
PRJ-00428,"Pre-commissioning, Testing & Final Handover",2026-02-27,,True
PRJ-00429,Statutory Approvals & Land Possession,2021-10-01,2021-09-21,False
PRJ-00429,Engineering Design & EPC Contract Award,2022-04-22,2022-09-11,True
PRJ-00429,Civil Works Foundation & Substructure,2022-11-11,2023-02-11,True
PRJ-00429,Main Equipment Supply & Installation,2023-06-02,2023-11-27,True
PRJ-00429,"Piping, Cabling & Auxiliary Works",2023-12-22,2024-01-31,True
PRJ-00429,"Pre-commissioning, Testing & Final Handover",2024-07-12,,True
PRJ-00430,Land Acquisition & 3D Notification (90% RoW),2021-07-13,2021-07-20,False
PRJ-00430,Forest & Environmental Clearance,2021-11-28,2022-07-22,True
PRJ-00430,EPC / HAM Contract Award & Financial Close,2022-04-16,2022-12-04,True
PRJ-00430,"Earthwork, Embankment & Subgrade Completion",2022-09-01,2023-04-16,True
PRJ-00430,Major Bridges & Flyover Structures Erection,2023-01-18,,True
PRJ-00430,"Bituminous Pavement, Signage & Final COD",2023-06-05,,True
PRJ-00431,Statutory Approvals & Land Possession,2024-05-19,2024-05-19,False
PRJ-00431,Engineering Design & EPC Contract Award,2024-11-01,2025-05-06,True
PRJ-00431,Civil Works Foundation & Substructure,2025-04-16,2025-06-07,True
PRJ-00431,Main Equipment Supply & Installation,2025-09-29,,True
PRJ-00431,"Piping, Cabling & Auxiliary Works",2026-03-14,,True
PRJ-00431,"Pre-commissioning, Testing & Final Handover",2026-08-27,,False
PRJ-00432,Land Acquisition & 3D Notification (90% RoW),2021-10-20,2021-10-25,False
PRJ-00432,Forest & Environmental Clearance,2022-05-11,2022-11-25,True
PRJ-00432,EPC / HAM Contract Award & Financial Close,2022-11-30,2023-02-21,True
PRJ-00432,"Earthwork, Embankment & Subgrade Completion",2023-06-21,2023-09-29,True
PRJ-00432,Major Bridges & Flyover Structures Erection,2024-01-10,2024-02-22,True
PRJ-00432,"Bituminous Pavement, Signage & Final COD",2024-07-31,2024-10-18,True
PRJ-00433,Land Acquisition & 3D Notification (90% RoW),2022-06-01,2022-05-31,False
PRJ-00433,Forest & Environmental Clearance,2022-11-23,2023-01-03,True
PRJ-00433,EPC / HAM Contract Award & Financial Close,2023-05-18,2023-07-13,True
PRJ-00433,"Earthwork, Embankment & Subgrade Completion",2023-11-09,2024-06-15,True
PRJ-00433,Major Bridges & Flyover Structures Erection,2024-05-02,,True
PRJ-00433,"Bituminous Pavement, Signage & Final COD",2024-10-25,,True
PRJ-00434,Detailed Alignment Survey & RoW Acquisition,2021-01-25,2021-01-20,False
PRJ-00434,Forest & Railway Board Sanction,2021-09-13,2021-12-10,True
PRJ-00434,Tendering & Major Civil Contract Award,2022-05-02,2022-12-17,True
PRJ-00434,"Earthwork, Tunnels & Bridge Abutments",2022-12-19,2023-02-15,True
PRJ-00434,Track Laying & 25kV OHE Electrification,2023-08-06,2023-11-27,True
PRJ-00434,Signalling (Kavach) & CRS Safety Inspection,2024-03-24,2024-06-20,True
PRJ-00435,Statutory Approvals & Land Possession,2021-10-16,2021-10-15,False
PRJ-00435,Engineering Design & EPC Contract Award,2022-03-03,2022-02-21,False
PRJ-00435,Civil Works Foundation & Substructure,2022-07-20,2022-07-17,False
PRJ-00435,Main Equipment Supply & Installation,2022-12-05,2022-12-01,False
PRJ-00435,"Piping, Cabling & Auxiliary Works",2023-04-23,2023-04-12,False
PRJ-00435,"Pre-commissioning, Testing & Final Handover",2023-09-08,2023-09-07,False
PRJ-00436,Stage-II Forest Clearance & R&R Settlement,2022-10-21,2022-10-16,False
PRJ-00436,River Diversion & Coffer Dam Construction,2023-02-13,2023-05-10,True
PRJ-00436,Head Race Tunnel (HRT) Excavation,2023-06-09,2023-09-22,True
PRJ-00436,Main Dam Concrete Placement / Embankment,2023-10-02,2024-04-03,True
PRJ-00436,Turbine & Generator Assembly Erection,2024-01-25,2024-04-04,True
PRJ-00436,Reservoir Impoundment & Grid Synchronization,2024-05-20,,True
PRJ-00437,Land & Depot Acquisition Approval,2024-09-11,2024-09-19,False
PRJ-00437,Utility Shifting & Tree Clearance,2025-04-21,2025-04-19,False
PRJ-00437,Viaduct Pier Construction & TBM Tunneling,2025-11-28,2025-12-06,False
PRJ-00437,Underground / Elevated Stations Civil Structure,2026-07-08,,True
PRJ-00437,Third Rail / OHE & CBTC Signalling,2027-02-14,,False
PRJ-00437,Rolling Stock Trials & CMRS Certification,2027-09-24,,False
PRJ-00438,Statutory Approvals & Land Possession,2022-05-28,2022-05-14,False
PRJ-00438,Engineering Design & EPC Contract Award,2022-11-01,2022-10-30,False
PRJ-00438,Civil Works Foundation & Substructure,2023-04-07,2023-04-08,False
PRJ-00438,Main Equipment Supply & Installation,2023-09-11,2023-09-08,False
PRJ-00438,"Piping, Cabling & Auxiliary Works",2024-02-15,2024-02-15,False
PRJ-00438,"Pre-commissioning, Testing & Final Handover",2024-07-21,2024-07-31,False
PRJ-00439,Land Acquisition & 3D Notification (90% RoW),2026-08-31,,False
PRJ-00439,Forest & Environmental Clearance,2027-03-22,,False
PRJ-00439,EPC / HAM Contract Award & Financial Close,2027-10-11,,False
PRJ-00439,"Earthwork, Embankment & Subgrade Completion",2028-05-01,,False
PRJ-00439,Major Bridges & Flyover Structures Erection,2028-11-20,,False
PRJ-00439,"Bituminous Pavement, Signage & Final COD",2029-06-11,,False
PRJ-00440,Stage-II Forest Clearance & R&R Settlement,2025-06-26,2025-06-16,False
PRJ-00440,River Diversion & Coffer Dam Construction,2025-11-30,2025-12-10,False
PRJ-00440,Head Race Tunnel (HRT) Excavation,2026-05-06,2026-05-02,False
PRJ-00440,Main Dam Concrete Placement / Embankment,2026-10-10,,False
PRJ-00440,Turbine & Generator Assembly Erection,2027-03-16,,False
PRJ-00440,Reservoir Impoundment & Grid Synchronization,2027-08-20,,False
PRJ-00441,Land Acquisition & 3D Notification (90% RoW),2023-04-09,2023-04-12,False
PRJ-00441,Forest & Environmental Clearance,2023-09-08,2024-04-28,True
PRJ-00441,EPC / HAM Contract Award & Financial Close,2024-02-07,2024-04-30,True
PRJ-00441,"Earthwork, Embankment & Subgrade Completion",2024-07-09,,True
PRJ-00441,Major Bridges & Flyover Structures Erection,2024-12-08,,True
PRJ-00441,"Bituminous Pavement, Signage & Final COD",2025-05-09,,True
PRJ-00442,Statutory Approvals & Land Possession,2025-12-06,,True
PRJ-00442,Engineering Design & EPC Contract Award,2026-04-28,,True
PRJ-00442,Civil Works Foundation & Substructure,2026-09-18,,False
PRJ-00442,Main Equipment Supply & Installation,2027-02-08,,False
PRJ-00442,"Piping, Cabling & Auxiliary Works",2027-07-01,,False
PRJ-00442,"Pre-commissioning, Testing & Final Handover",2027-11-21,,False
PRJ-00443,Statutory Approvals & Land Possession,2021-09-25,2021-10-03,False
PRJ-00443,Engineering Design & EPC Contract Award,2022-04-02,2022-04-11,False
PRJ-00443,Civil Works Foundation & Substructure,2022-10-08,2022-09-30,False
PRJ-00443,Main Equipment Supply & Installation,2023-04-15,2023-04-10,False
PRJ-00443,"Piping, Cabling & Auxiliary Works",2023-10-22,2023-10-18,False
PRJ-00443,"Pre-commissioning, Testing & Final Handover",2024-04-28,2024-04-21,False
PRJ-00444,Land Acquisition & 3D Notification (90% RoW),2024-06-03,2024-05-28,False
PRJ-00444,Forest & Environmental Clearance,2024-10-06,2025-02-28,True
PRJ-00444,EPC / HAM Contract Award & Financial Close,2025-02-07,,True
PRJ-00444,"Earthwork, Embankment & Subgrade Completion",2025-06-12,,True
PRJ-00444,Major Bridges & Flyover Structures Erection,2025-10-15,,True
PRJ-00444,"Bituminous Pavement, Signage & Final COD",2026-02-16,,True
PRJ-00445,Land Acquisition & 3D Notification (90% RoW),2022-01-27,2022-02-01,False
PRJ-00445,Forest & Environmental Clearance,2022-09-10,2022-10-15,True
PRJ-00445,EPC / HAM Contract Award & Financial Close,2023-04-24,2023-08-07,True
PRJ-00445,"Earthwork, Embankment & Subgrade Completion",2023-12-06,,True
PRJ-00445,Major Bridges & Flyover Structures Erection,2024-07-19,,True
PRJ-00445,"Bituminous Pavement, Signage & Final COD",2025-03-02,,True
PRJ-00446,Statutory Approvals & Land Possession,2024-07-22,2024-07-14,False
PRJ-00446,Engineering Design & EPC Contract Award,2025-03-01,,True
PRJ-00446,Civil Works Foundation & Substructure,2025-10-08,,True
PRJ-00446,Main Equipment Supply & Installation,2026-05-18,,True
PRJ-00446,"Piping, Cabling & Auxiliary Works",2026-12-25,,False
PRJ-00446,"Pre-commissioning, Testing & Final Handover",2027-08-04,,False
PRJ-00447,Stage-II Forest Clearance & R&R Settlement,2026-05-13,,True
PRJ-00447,River Diversion & Coffer Dam Construction,2026-12-25,,False
PRJ-00447,Head Race Tunnel (HRT) Excavation,2027-08-08,,False
PRJ-00447,Main Dam Concrete Placement / Embankment,2028-03-21,,False
PRJ-00447,Turbine & Generator Assembly Erection,2028-11-02,,False
PRJ-00447,Reservoir Impoundment & Grid Synchronization,2029-06-16,,False
PRJ-00448,Statutory Approvals & Land Possession,2024-03-16,2024-03-20,False
PRJ-00448,Engineering Design & EPC Contract Award,2024-08-15,2024-08-05,False
PRJ-00448,Civil Works Foundation & Substructure,2025-01-14,2025-01-21,False
PRJ-00448,Main Equipment Supply & Installation,2025-06-16,2025-06-18,False
PRJ-00448,"Piping, Cabling & Auxiliary Works",2025-11-15,2025-11-09,False
PRJ-00448,"Pre-commissioning, Testing & Final Handover",2026-04-16,2026-04-06,False
PRJ-00449,Statutory Approvals & Land Possession,2021-10-14,2021-10-21,False
PRJ-00449,Engineering Design & EPC Contract Award,2022-04-17,2022-04-03,False
PRJ-00449,Civil Works Foundation & Substructure,2022-10-18,2022-10-24,False
PRJ-00449,Main Equipment Supply & Installation,2023-04-21,2023-04-16,False
PRJ-00449,"Piping, Cabling & Auxiliary Works",2023-10-23,2023-10-19,False
PRJ-00449,"Pre-commissioning, Testing & Final Handover",2024-04-24,2024-04-13,False
PRJ-00450,Detailed Alignment Survey & RoW Acquisition,2020-11-18,2020-11-20,False
PRJ-00450,Forest & Railway Board Sanction,2021-04-29,2021-10-05,True
PRJ-00450,Tendering & Major Civil Contract Award,2021-10-07,2022-01-29,True
PRJ-00450,"Earthwork, Tunnels & Bridge Abutments",2022-03-18,2022-09-29,True
PRJ-00450,Track Laying & 25kV OHE Electrification,2022-08-26,,True
PRJ-00450,Signalling (Kavach) & CRS Safety Inspection,2023-02-04,,True
PRJ-00451,Detailed Alignment Survey & RoW Acquisition,2022-08-09,2022-07-26,False
PRJ-00451,Forest & Railway Board Sanction,2022-12-30,2022-12-19,False
PRJ-00451,Tendering & Major Civil Contract Award,2023-05-22,2023-05-28,False
PRJ-00451,"Earthwork, Tunnels & Bridge Abutments",2023-10-12,2023-10-14,False
PRJ-00451,Track Laying & 25kV OHE Electrification,2024-03-03,2024-02-20,False
PRJ-00451,Signalling (Kavach) & CRS Safety Inspection,2024-07-24,2024-07-18,False
PRJ-00452,Statutory Approvals & Land Possession,2022-11-01,2022-11-10,False
PRJ-00452,Engineering Design & EPC Contract Award,2023-06-15,2023-06-08,False
PRJ-00452,Civil Works Foundation & Substructure,2024-01-27,2024-01-18,False
PRJ-00452,Main Equipment Supply & Installation,2024-09-09,2024-08-25,False
PRJ-00452,"Piping, Cabling & Auxiliary Works",2025-04-23,2025-04-10,False
PRJ-00452,"Pre-commissioning, Testing & Final Handover",2025-12-05,2025-12-07,False
PRJ-00453,Statutory Approvals & Land Possession,2024-04-29,2024-05-06,False
PRJ-00453,Engineering Design & EPC Contract Award,2024-11-23,2024-11-21,False
PRJ-00453,Civil Works Foundation & Substructure,2025-06-19,2025-06-15,False
PRJ-00453,Main Equipment Supply & Installation,2026-01-12,2026-01-09,False
PRJ-00453,"Piping, Cabling & Auxiliary Works",2026-08-08,2026-08-04,False
PRJ-00453,"Pre-commissioning, Testing & Final Handover",2027-03-04,,False
PRJ-00454,Land & Depot Acquisition Approval,2025-03-17,2025-03-11,False
PRJ-00454,Utility Shifting & Tree Clearance,2025-12-24,,True
PRJ-00454,Viaduct Pier Construction & TBM Tunneling,2026-10-01,,False
PRJ-00454,Underground / Elevated Stations Civil Structure,2027-07-10,,False
PRJ-00454,Third Rail / OHE & CBTC Signalling,2028-04-16,,False
PRJ-00454,Rolling Stock Trials & CMRS Certification,2029-01-23,,False
PRJ-00455,Statutory Approvals & Land Possession,2025-06-29,,True
PRJ-00455,Engineering Design & EPC Contract Award,2026-02-06,,True
PRJ-00455,Civil Works Foundation & Substructure,2026-09-15,,False
PRJ-00455,Main Equipment Supply & Installation,2027-04-25,,False
PRJ-00455,"Piping, Cabling & Auxiliary Works",2027-12-02,,False
PRJ-00455,"Pre-commissioning, Testing & Final Handover",2028-07-11,,False
PRJ-00456,Statutory Approvals & Land Possession,2022-07-25,2022-07-19,False
PRJ-00456,Engineering Design & EPC Contract Award,2023-02-04,2023-02-06,False
PRJ-00456,Civil Works Foundation & Substructure,2023-08-17,2023-08-17,False
PRJ-00456,Main Equipment Supply & Installation,2024-02-27,2024-02-13,False
PRJ-00456,"Piping, Cabling & Auxiliary Works",2024-09-08,2024-09-02,False
PRJ-00456,"Pre-commissioning, Testing & Final Handover",2025-03-21,2025-03-24,False
PRJ-00457,Statutory Approvals & Land Possession,2020-08-02,2020-07-27,False
PRJ-00457,Engineering Design & EPC Contract Award,2020-12-28,2021-05-13,True
PRJ-00457,Civil Works Foundation & Substructure,2021-05-25,2021-08-08,True
PRJ-00457,Main Equipment Supply & Installation,2021-10-19,2022-03-23,True
PRJ-00457,"Piping, Cabling & Auxiliary Works",2022-03-16,2022-10-08,True
PRJ-00457,"Pre-commissioning, Testing & Final Handover",2022-08-11,2023-02-22,True
PRJ-00458,Land Acquisition & 3D Notification (90% RoW),2025-09-12,,True
PRJ-00458,Forest & Environmental Clearance,2026-03-02,,True
PRJ-00458,EPC / HAM Contract Award & Financial Close,2026-08-20,,False
PRJ-00458,"Earthwork, Embankment & Subgrade Completion",2027-02-07,,False
PRJ-00458,Major Bridges & Flyover Structures Erection,2027-07-27,,False
PRJ-00458,"Bituminous Pavement, Signage & Final COD",2028-01-14,,False
PRJ-00459,Land Acquisition & 3D Notification (90% RoW),2022-09-10,2022-08-31,False
PRJ-00459,Forest & Environmental Clearance,2023-01-26,2023-03-10,True
PRJ-00459,EPC / HAM Contract Award & Financial Close,2023-06-14,2023-09-21,True
PRJ-00459,"Earthwork, Embankment & Subgrade Completion",2023-10-30,2024-02-29,True
PRJ-00459,Major Bridges & Flyover Structures Erection,2024-03-17,,True
PRJ-00459,"Bituminous Pavement, Signage & Final COD",2024-08-02,,True
PRJ-00460,Detailed Alignment Survey & RoW Acquisition,2021-07-16,2021-07-11,False
PRJ-00460,Forest & Railway Board Sanction,2022-01-17,2022-08-10,True
PRJ-00460,Tendering & Major Civil Contract Award,2022-07-20,2023-03-11,True
PRJ-00460,"Earthwork, Tunnels & Bridge Abutments",2023-01-21,2023-05-08,True
PRJ-00460,Track Laying & 25kV OHE Electrification,2023-07-25,2023-11-01,True
PRJ-00460,Signalling (Kavach) & CRS Safety Inspection,2024-01-25,2024-08-17,True
PRJ-00461,Statutory Approvals & Land Possession,2021-09-19,2021-09-07,False
PRJ-00461,Engineering Design & EPC Contract Award,2022-02-28,2022-05-24,True
PRJ-00461,Civil Works Foundation & Substructure,2022-08-08,2022-10-16,True
PRJ-00461,Main Equipment Supply & Installation,2023-01-17,2023-06-24,True
PRJ-00461,"Piping, Cabling & Auxiliary Works",2023-06-27,2023-09-21,True
PRJ-00461,"Pre-commissioning, Testing & Final Handover",2023-12-06,2024-02-22,True
PRJ-00462,Land & Depot Acquisition Approval,2021-03-30,2021-03-20,False
PRJ-00462,Utility Shifting & Tree Clearance,2021-09-08,2022-04-07,True
PRJ-00462,Viaduct Pier Construction & TBM Tunneling,2022-02-16,2022-06-03,True
PRJ-00462,Underground / Elevated Stations Civil Structure,2022-07-28,2022-09-03,True
PRJ-00462,Third Rail / OHE & CBTC Signalling,2023-01-05,,True
PRJ-00462,Rolling Stock Trials & CMRS Certification,2023-06-16,,True
PRJ-00463,Land Acquisition & 3D Notification (90% RoW),2022-02-15,2022-02-03,False
PRJ-00463,Forest & Environmental Clearance,2022-10-04,2022-11-22,True
PRJ-00463,EPC / HAM Contract Award & Financial Close,2023-05-23,2023-06-26,True
PRJ-00463,"Earthwork, Embankment & Subgrade Completion",2024-01-09,2024-08-24,True
PRJ-00463,Major Bridges & Flyover Structures Erection,2024-08-26,,True
PRJ-00463,"Bituminous Pavement, Signage & Final COD",2025-04-14,,True
PRJ-00464,Statutory Approvals & Land Possession,2026-04-14,,True
PRJ-00464,Engineering Design & EPC Contract Award,2026-10-02,,False
PRJ-00464,Civil Works Foundation & Substructure,2027-03-22,,False
PRJ-00464,Main Equipment Supply & Installation,2027-09-09,,False
PRJ-00464,"Piping, Cabling & Auxiliary Works",2028-02-26,,False
PRJ-00464,"Pre-commissioning, Testing & Final Handover",2028-08-15,,False
PRJ-00465,Land Acquisition & 3D Notification (90% RoW),2021-12-19,2021-12-09,False
PRJ-00465,Forest & Environmental Clearance,2022-07-05,2022-12-10,True
PRJ-00465,EPC / HAM Contract Award & Financial Close,2023-01-20,2023-09-06,True
PRJ-00465,"Earthwork, Embankment & Subgrade Completion",2023-08-06,,True
PRJ-00465,Major Bridges & Flyover Structures Erection,2024-02-21,,True
PRJ-00465,"Bituminous Pavement, Signage & Final COD",2024-09-06,,True
PRJ-00466,Detailed Alignment Survey & RoW Acquisition,2021-06-21,2021-06-06,False
PRJ-00466,Forest & Railway Board Sanction,2021-12-04,2022-07-07,True
PRJ-00466,Tendering & Major Civil Contract Award,2022-05-19,2022-07-13,True
PRJ-00466,"Earthwork, Tunnels & Bridge Abutments",2022-11-01,2023-01-24,True
PRJ-00466,Track Laying & 25kV OHE Electrification,2023-04-16,2023-09-22,True
PRJ-00466,Signalling (Kavach) & CRS Safety Inspection,2023-09-29,,True
PRJ-00467,Statutory Approvals & Land Possession,2026-01-01,,True
PRJ-00467,Engineering Design & EPC Contract Award,2026-07-14,,True
PRJ-00467,Civil Works Foundation & Substructure,2027-01-24,,False
PRJ-00467,Main Equipment Supply & Installation,2027-08-06,,False
PRJ-00467,"Piping, Cabling & Auxiliary Works",2028-02-16,,False
PRJ-00467,"Pre-commissioning, Testing & Final Handover",2028-08-28,,False
PRJ-00468,Statutory Approvals & Land Possession,2023-08-29,2023-08-23,False
PRJ-00468,Engineering Design & EPC Contract Award,2024-02-07,2024-07-02,True
PRJ-00468,Civil Works Foundation & Substructure,2024-07-17,,True
PRJ-00468,Main Equipment Supply & Installation,2024-12-26,,True
PRJ-00468,"Piping, Cabling & Auxiliary Works",2025-06-05,,True
PRJ-00468,"Pre-commissioning, Testing & Final Handover",2025-11-14,,True
PRJ-00469,Statutory Approvals & Land Possession,2023-11-13,2023-10-29,False
PRJ-00469,Engineering Design & EPC Contract Award,2024-04-23,2024-04-29,False
PRJ-00469,Civil Works Foundation & Substructure,2024-10-01,2024-10-01,False
PRJ-00469,Main Equipment Supply & Installation,2025-03-12,2025-03-18,False
PRJ-00469,"Piping, Cabling & Auxiliary Works",2025-08-20,2025-08-08,False
PRJ-00469,"Pre-commissioning, Testing & Final Handover",2026-01-29,2026-01-26,False
PRJ-00470,Land Acquisition & 3D Notification (90% RoW),2025-01-07,2024-12-29,False
PRJ-00470,Forest & Environmental Clearance,2025-06-27,2025-07-01,False
PRJ-00470,EPC / HAM Contract Award & Financial Close,2025-12-15,2025-12-12,False
PRJ-00470,"Earthwork, Embankment & Subgrade Completion",2026-06-04,2026-05-23,False
PRJ-00470,Major Bridges & Flyover Structures Erection,2026-11-21,,False
PRJ-00470,"Bituminous Pavement, Signage & Final COD",2027-05-11,,False
PRJ-00471,Statutory Approvals & Land Possession,2026-05-14,2026-05-20,False
PRJ-00471,Engineering Design & EPC Contract Award,2026-10-04,,False
PRJ-00471,Civil Works Foundation & Substructure,2027-02-24,,False
PRJ-00471,Main Equipment Supply & Installation,2027-07-17,,False
PRJ-00471,"Piping, Cabling & Auxiliary Works",2027-12-07,,False
PRJ-00471,"Pre-commissioning, Testing & Final Handover",2028-04-28,,False
PRJ-00472,Statutory Approvals & Land Possession,2023-11-09,2023-10-28,False
PRJ-00472,Engineering Design & EPC Contract Award,2024-06-13,2025-01-17,True
PRJ-00472,Civil Works Foundation & Substructure,2025-01-16,2025-02-28,True
PRJ-00472,Main Equipment Supply & Installation,2025-08-21,,True
PRJ-00472,"Piping, Cabling & Auxiliary Works",2026-03-26,,True
PRJ-00472,"Pre-commissioning, Testing & Final Handover",2026-10-29,,False
PRJ-00473,Statutory Approvals & Land Possession,2025-07-21,,True
PRJ-00473,Engineering Design & EPC Contract Award,2026-02-09,,True
PRJ-00473,Civil Works Foundation & Substructure,2026-08-31,,False
PRJ-00473,Main Equipment Supply & Installation,2027-03-22,,False
PRJ-00473,"Piping, Cabling & Auxiliary Works",2027-10-11,,False
PRJ-00473,"Pre-commissioning, Testing & Final Handover",2028-05-01,,False
PRJ-00474,Land Acquisition & 3D Notification (90% RoW),2025-01-12,2025-01-10,False
PRJ-00474,Forest & Environmental Clearance,2025-06-27,2025-06-15,False
PRJ-00474,EPC / HAM Contract Award & Financial Close,2025-12-10,2025-12-07,False
PRJ-00474,"Earthwork, Embankment & Subgrade Completion",2026-05-25,2026-05-24,False
PRJ-00474,Major Bridges & Flyover Structures Erection,2026-11-07,,False
PRJ-00474,"Bituminous Pavement, Signage & Final COD",2027-04-22,,False
PRJ-00475,Statutory Approvals & Land Possession,2022-09-13,2022-09-07,False
PRJ-00475,Engineering Design & EPC Contract Award,2023-04-18,2023-04-25,False
PRJ-00475,Civil Works Foundation & Substructure,2023-11-21,2023-11-18,False
PRJ-00475,Main Equipment Supply & Installation,2024-06-25,2024-06-25,False
PRJ-00475,"Piping, Cabling & Auxiliary Works",2025-01-28,2025-02-06,False
PRJ-00475,"Pre-commissioning, Testing & Final Handover",2025-09-02,2025-08-21,False
PRJ-00476,Detailed Alignment Survey & RoW Acquisition,2024-04-08,2024-04-05,False
PRJ-00476,Forest & Railway Board Sanction,2024-08-29,2025-03-04,True
PRJ-00476,Tendering & Major Civil Contract Award,2025-01-19,,True
PRJ-00476,"Earthwork, Tunnels & Bridge Abutments",2025-06-11,,True
PRJ-00476,Track Laying & 25kV OHE Electrification,2025-11-01,,True
PRJ-00476,Signalling (Kavach) & CRS Safety Inspection,2026-03-24,,True
PRJ-00477,Land Acquisition & 3D Notification (90% RoW),2022-03-19,2022-03-15,False
